"B08Component","SampleType","B08_StationID","NominalLongitude","Orig_Survey","StratumB08","StratumB08_Actual","Region","RHMP","RHMP_stratum","RHMP_name","SD_Intense","PanelStatus","Abandoned","EvalStatus","EvalCode","EvalCodeReason","Replaced_ID","Replacement_ID","counter","sumTS","sumTNS","sumNT","sumNN","DisjointPolygonArea","DisjPolyArea_Adj","DisjPolyArea_AdjB","areawt_Unadj","areawt_Unadj4FRAMEERROR","areawt_Adj","areawt_AdjB","AREAWT_Final","GIS_Area_sqkm","FinalEstStratumArea","AdditionalComments","SCCWRP_SiteID","Orig_StationID","FinalPanel","MSPanel","Filename","EvalCode2","EvalCode2Reason","SampleLatitude","SampleLongitude","SampleDepth","InDepthRange","Region_Code","SD_CoPer_Lagoon","SD_Lagoon_Name","BenthicStation","SedGrabAttempt","SuccessSedGrab","SedGrabFailCode","SedGrabFailReason","SuccessBenthic","SumDisjPoly","SumDisjPolyArea_Adj","LastChangeDate","ToxicityStation","SuccessTox","CounterB","BsumTS","BsumTNS","BsumNT","BsumNN","areawt_FINALB","sameweight","adjust","Comments","AnalysisLatitude","AnalysisLongitude","AnalysisDepth"
"Coastal Ecology","Toxicity","6533",-118.68,"B03","Estuaries Small","Estuaries","Malibu Lagoon","N","NA","NA","N","Panel1",0,"Eval","NT","Non Target Outside Population",,,1.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"MSBight03-4197",4197.00,"B03_TCB_SM_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","NT","Non Target Outside Population",,,0.00,"Y","2","N","NA",,"Y","N","Other","salinity too low","N",2.87,2.56,4/15/2010 12:36:44,"Y","N",1.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,,,0.00
"Coastal Ecology","Toxicity","6355",-117.95,"B03","Estuaries Small","Estuaries","Santa Ana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"MSBight03-4072",4072.00,"B03_TCB_SM_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.63,-117.95,1.20,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,33.63,-117.95,1.20
"Coastal Ecology","Toxicity","6442",-118.11,"B03","Estuaries Small","Estuaries","Alamitos Bay","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",2.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"MSBight03-4066",4066.00,"B03_TCB_SM_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.74,-118.11,4.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,5/22/2012 9:49:19,"Y","Y",2.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,33.74,-118.11,4.00
"Coastal Ecology","Toxicity","6468",-118.10,"B03","Estuaries Small","Estuaries","San Gabriel River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",3.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"MSBight03-4194",4194.00,"B03_TCB_SM_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.75,-118.10,3.20,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",3.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,33.75,-118.10,3.40
"Coastal Ecology","Toxicity","6508",-118.45,"B08","Estuaries Small","Estuaries","Ballona Creek","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",4.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"Bight08_SiteID-0134",6508.00,"B08_SM_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.96,-118.45,3.40,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",4.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,33.96,-118.45,3.30
"Coastal Ecology","Toxicity","6520",-118.43,"B03","Estuaries Small","Estuaries","Ballona Creek","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",5.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"MSBight03-4053",4053.00,"B03_TCB_SM_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.97,-118.43,2.30,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",5.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,33.97,-118.43,2.30
"Coastal Ecology","Toxicity","6553",-119.23,"B08","Estuaries Small","Estuaries","Channel Islands Harbor","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",6.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"Bight08_SiteID-0127",6553.00,"B08_SM_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",34.18,-119.23,4.23,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",6.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,34.18,-119.23,3.81
"Coastal Ecology","Toxicity","6562",-119.82,"B08","Estuaries Small","Estuaries","Goleta Slough","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",7.00,7.00,0.00,1.00,0.00,2.47,2.16,2.16,0.35,0.35,0.30,0.30,0.30,2.87,2.56,,"Bight08_SiteID-0028",6562.00,"B08_SM_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",34.42,-119.82,1.80,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",7.00,7.00,0.00,1.00,0.00,0.30,"Y","Y",,34.42,-119.82,1.80
"Coastal Ecology","Toxicity","6229",-117.25,"B08","Estuaries Small","Estuaries","Los Penasquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-221",6229.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.93,-117.25,1.52,"Y","1","Y","Los Penasquitos Lagoon-21",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.93,-117.25,1.52
"Coastal Ecology","Toxicity","6232",-117.25,"B08","Estuaries Small","Estuaries","Los Penasquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-205",6232.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.93,-117.25,0.64,"Y","1","Y","Los Penasquitos Lagoon-22",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.93,-117.25,0.64
"Coastal Ecology","Toxicity","6236",-117.25,"B08","Estuaries Small","Estuaries","Los Penasquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"Bight08_SiteID-0085",6236.00,"B08_SM_CoPermit_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",32.93,-117.25,1.40,"Y","1","Y","Los Penasquitos Lagoon-23",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.93,-117.25,1.40
"Coastal Ecology","Toxicity","6230",-117.25,"B08","Estuaries Small","Estuaries","Los Penasquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,9.0e-03,9.0e-03,9.0e-03,9.0e-03,9.0e-03,2.87,2.56,,"SD_estuaries_B08-453",6230.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.93,-117.25,0.39,"Y","1","Y","Los Penasquitos Lagoon-24",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,9.0e-03,"Y","N",,32.93,-117.25,0.39
"Coastal Ecology","Toxicity","6228",-117.24,"B08","Estuaries Small","Estuaries","Los Penasquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,7.0e-03,7.0e-03,7.0e-03,7.0e-03,7.0e-03,2.87,2.56,,"SD_estuaries_B08-157",6228.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.93,-117.24,0.45,"Y","1","Y","Los Penasquitos Lagoon-25",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,7.0e-03,"Y","N",,32.93,-117.24,0.45
"Coastal Ecology","Toxicity","6244",-117.27,"B08","Estuaries Small","Estuaries","San Elijo Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-090",6244.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.01,-117.27,0.95,"Y","1","Y","San Elijo Lagoon-16",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,33.01,-117.27,0.95
"Coastal Ecology","Toxicity","6242",-117.26,"B08","Estuaries Small","Estuaries","San Elijo Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-143",6242.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.01,-117.26,2.43,"Y","1","Y","San Elijo Lagoon-17",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,33.01,-117.26,2.43
"Coastal Ecology","Toxicity","6239",-117.27,"B08","Estuaries Small","Estuaries","San Elijo Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-141",6239.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.00,-117.27,0.40,"Y","1","Y","San Elijo Lagoon-18",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,33.00,-117.27,0.40
"Coastal Ecology","Toxicity","6243",-117.27,"B08","Estuaries Small","Estuaries","San Elijo Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-207",6243.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.01,-117.27,0.68,"Y","1","Y","San Elijo Lagoon-19",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,33.01,-117.27,0.68
"Coastal Ecology","Toxicity","6245",-117.27,"B08","Estuaries Small","Estuaries","San Elijo Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,8.0e-03,8.0e-03,8.0e-03,8.0e-03,8.0e-03,2.87,2.56,,"SD_estuaries_B08-422",6245.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.01,-117.27,2.28,"Y","1","Y","San Elijo Lagoon-20",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,8.0e-03,"Y","N",,33.01,-117.27,2.28
"Coastal Ecology","Toxicity","6303",-117.41,"B03","Estuaries Small","Estuaries","Santa Margarita Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,2.87,2.56,,"MSBight03-4209",4209.00,"B03_SM_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.23,-117.41,0.61,"Y","1","Y","Santa Margarita Estuary-1",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.08,"Y","N",,33.23,-117.41,0.61
"Coastal Ecology","Toxicity","6311",-117.40,"B08","Estuaries Small","Estuaries","Santa Margarita Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.87,2.56,,"SD_estuaries_B08-064",6311.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.23,-117.40,0.91,"Y","1","Y","Santa Margarita Estuary-2",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.02,"Y","N",,33.23,-117.40,0.91
"Coastal Ecology","Toxicity","6308",-117.41,"B08","Estuaries Small","Estuaries","Santa Margarita Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2.87,2.56,,"Bight08_SiteID-0117",6308.00,"B08_SM_CoPermit_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.23,-117.41,0.76,"Y","1","Y","Santa Margarita Estuary-3",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.03,"Y","N",,33.23,-117.41,0.76
"Coastal Ecology","Toxicity","6317",-117.40,"B08","Estuaries Small","Estuaries","Santa Margarita Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-192",6317.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.23,-117.40,0.91,"Y","1","Y","Santa Margarita Estuary-4",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,33.23,-117.40,0.91
"Coastal Ecology","Toxicity","6314",-117.40,"B08","Estuaries Small","Estuaries","Santa Margarita Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.87,2.56,,"SD_estuaries_B08-256",6314.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.23,-117.40,0.91,"Y","1","Y","Santa Margarita Estuary-5",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.02,"Y","N",,33.23,-117.40,1.06
"Coastal Ecology","Toxicity","6010",-117.11,"B08","Estuaries Small","Estuaries","Tijuana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-001",6010.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.55,-117.11,0.60,"Y","1","Y","Tijuana River Estuary-36",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.55,-117.11,0.60
"Coastal Ecology","Toxicity","6001",-117.12,"B03","Estuaries Small","Estuaries","Tijuana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,2.87,2.56,,"MSBight03-4695",4695.00,"B03_LG__Intense_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",32.55,-116.87,0.85,"Y","1","Y","Tijuana River Estuary-37",,"Y","Y","None","No Failure","Y",2.87,2.56,6/6/2011 14:47:46,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.04,"Y","N",,32.55,-117.12,0.85
"Coastal Ecology","Toxicity","6004",-117.12,"B08","Estuaries Small","Estuaries","Tijuana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,2.87,2.56,,"SD_estuaries_B08-017",6004.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.55,-117.12,0.79,"Y","1","Y","Tijuana River Estuary-38",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.02,"Y","N",,32.55,-117.12,0.79
"Coastal Ecology","Toxicity","6009",-117.11,"B08","Estuaries Small","Estuaries","Tijuana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-285",6009.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.55,-117.11,0.64,"Y","1","Y","Tijuana River Estuary-39",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.55,-117.11,0.64
"Coastal Ecology","Toxicity","6012",-117.10,"B08","Estuaries Small","Estuaries","Tijuana River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,2.56,,"SD_estuaries_B08-028",6012.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.56,-117.10,0.80,"Y","1","Y","Tijuana River Estuary-40",,"Y","Y","None","No Failure","Y",2.87,2.56,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.56,-117.10,0.80
"Coastal Ecology","Toxicity","7231",-117.76,"B98","Inner Shelf","Inner Shelf","Orange Shelf","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight98-012",2304.00,"B98Panel_1","MSB98Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.52,-117.76,14.20,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",8.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,33.52,-117.76,14.60
"Coastal Ecology","Toxicity","7293",-117.98,"B98","Inner Shelf","Inner Shelf","San Pedro Shelf","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",2.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight98-008",2325.00,"B98Panel_1","MSB98Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.62,-117.98,14.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",9.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,33.62,-117.98,13.00
"Coastal Ecology","Toxicity","7300",-118.07,"B03","Inner Shelf","Inner Shelf","San Pedro Shelf","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",3.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight03-4058",4058.00,"B03Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.64,-118.07,27.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",10.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,33.64,-118.07,27.00
"Coastal Ecology","Toxicity","7321",-118.29,"B03","Inner Shelf","Inner Shelf","Palos Verdes Shelf","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",4.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight03-4042",4042.00,"B03Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.69,-118.29,27.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",14.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,33.69,-118.29,28.00
"Coastal Ecology","Toxicity","7517",-118.59,"B98","Inner Shelf","Inner Shelf","Santa Monica Bay","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",5.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight98-007",2382.00,"B98Panel_1","MSB98Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.02,-118.59,24.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",19.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.02,-118.59,24.00
"Coastal Ecology","Toxicity","7596",-119.19,"B03","Inner Shelf","Inner Shelf","Hueneme to Dume","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",6.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight03-4003",4003.00,"B03Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.12,-119.19,15.00,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",23.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.12,-119.19,15.00
"Coastal Ecology","Toxicity","7629",-119.34,"B98","Inner Shelf","Inner Shelf","East Santa Barbara Channel","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",7.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight98-002",2376.00,"B98Panel_1","MSB98Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.17,-119.34,25.60,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",25.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.17,-119.34,25.90
"Coastal Ecology","Toxicity","7681",-119.35,"B03","Inner Shelf","Inner Shelf","East Santa Barbara Channel","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",8.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight03-4043",4043.00,"B03Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.28,-119.35,19.81,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",27.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.28,-119.35,20.72
"Coastal Ecology","Toxicity","7728",-119.66,"B03","Inner Shelf","Inner Shelf","East Santa Barbara Channel","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",9.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight03-4047",4047.00,"B03Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.39,-119.66,25.60,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",29.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.39,-119.66,25.90
"Coastal Ecology","Toxicity","7735",-119.86,"B98","Inner Shelf","Inner Shelf","East Santa Barbara Channel","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",10.00,10.00,0.00,0.00,0.00,1170.75,1170.75,1134.17,117.07,117.07,117.07,113.41,113.41,1170.88,1134.17,,"MSBight98-006",2359.00,"B98Panel_1","MSB98Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",34.39,-119.86,28.65,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",1170.75,1170.75,1/13/2010 18:25:23,"Y","Y",30.00,31.00,0.00,1.00,0.00,36.58,"N","Y",,34.39,-119.86,28.34
