objectid,stationid,lab,sampletypecode,toxbatch,fieldreplicate,species,endpoint,units,mean,control_mean,adjusted_control_mean,stddev,coefficientvariance,pvalue,n,sigeffect,qacode,sqocategory,matrix,treatment,dilution,comments,latitude,longitude,stationwaterdepth,stationwaterdepthunits,stratum,areaweight
425,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312144,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.952,96.952,100,1.07101353866326,0.0110468431663427,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
426,B23-12144,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312144,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.414,96.952,99.4450862282367,1.22781513266452,0.0127348220451856,0.240885286246621,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.770567,-118.214217,15,m,Port,
427,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312145,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.49,97.49,100,0.817465595606322,0.00838512253160654,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
428,B23-12145,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312145,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,95.696,97.49,98.1598112626936,0.928078660459338,0.00969819700362959,0.00603485603791177,5,SC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.775263,-118.245308,9,m,Port,
429,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312181,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.58,97.58,100,0.682458789964637,0.00699383879857181,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
430,B23-12181,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312181,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.054,97.58,98.4361549497848,0.970505023170924,0.0101037439687147,0.011573418419565,5,SC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.761483,-118.200917,3,m,Estuaries,
431,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT082523_B23,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,94.61,94.61,100,1.38717338498113,0.0146620165413923,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
432,B23-12030,Aquatic Bioassay and Consulting Laboratories,Grab,MYT082523_B23,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,95.16,94.61,100.581333897051,3.57465382939383,0.0375646682365893,0.38047472549697,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.72243,-118.22679,14,m,Bay,
433,B23-12032,Aquatic Bioassay and Consulting Laboratories,Grab,MYT082523_B23,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,95.252,94.61,100.678575203467,1.19110033162618,0.0125047277918173,0.227743727673119,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.72602,-118.20771,19,m,Bay,
434,B23-12035,Aquatic Bioassay and Consulting Laboratories,Grab,MYT082523_B23,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,91.962,94.61,97.2011415283797,3.12437513752751,0.0339746323212578,0.0691398240992753,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.73153,-118.20404,21,m,Bay,
