"Labcode","QABatch","StationID","Parameter","Matrix","Dilution","Concentration","Timepoint","Qualifier","Value"
"ME","CRT980812C","2288","NH3T","OL",0.00,0.00,8.00,"NA",-99.00
"ME","CRT980812C","2288","SAL","OL",0.00,0.00,0.00,,23.00
"ME","CRT980812C","2288","PH","OL",0.00,0.00,0.00,,8.00
"ME","CRT980812C","2288","TEMP","OL",0.00,0.00,0.00,,15.10
"ME","CRT980812C","2288","NH3U","OL",0.00,0.00,0.00,,0.05
"ME","CRT980812C","2288","PH","IW",0.00,0.00,0.00,,7.60
"ME","CRT980812C","2288","DO","OL",0.00,0.00,0.00,,8.30
"ME","CRT980812C","2288","DO","OL",0.00,0.00,10.00,,8.20
"ME","CRT980812C","2288","NH3T","OL",0.00,0.00,10.00,,1.55
"ME","CRT980812C","2288","TEMP","OL",0.00,0.00,8.00,,15.40
"ME","CRT980812C","2288","SAL","OL",0.00,0.00,8.00,,22.90
"ME","CRT980812C","2288","NH3U","OL",0.00,0.00,8.00,"NA",-99.00
"ME","CRT980812C","2288","NH3T","OL",0.00,0.00,0.00,,1.28
"ME","CRT980812C","2288","DO","OL",0.00,0.00,8.00,,8.00
"ME","CRT980812C","2288","TEMP","IW",0.00,0.00,10.00,,22.60
"ME","CRT980812C","2288","TEMP","OL",0.00,0.00,2.00,,15.50
"ME","CRT980812C","2288","SAL","OL",0.00,0.00,2.00,,23.10
"ME","CRT980812C","2288","PH","OL",0.00,0.00,8.00,,8.10
"ME","CRT980812C","2288","SAL","IW",0.00,0.00,10.00,"NS",-99.00
"ME","CRT980812C","2288","NH3U","OL",0.00,0.00,2.00,"NA",-99.00
"ME","CRT980812C","2288","PH","OL",0.00,0.00,2.00,,8.00
"ME","CRT980812C","2288","NH3T","OL",0.00,0.00,2.00,"NA",-99.00
"ME","CRT980812C","2288","DO","OL",0.00,0.00,2.00,,7.80
"ME","CRT980812C","2288","NH3T","IW",0.00,0.00,10.00,,1.87
"ME","CRT980812C","2288","NH3U","IW",0.00,0.00,10.00,"NS",-99.00
"ME","CRT980812C","2288","PH","IW",0.00,0.00,10.00,,7.40
"OC","EE04","2141","SAL","OL",0.00,0.00,10.00,,19.00
"OC","EE04","2141","DO","OL",0.00,0.00,0.00,,7.70
"OC","EE04","2141","PH","OL",0.00,0.00,0.00,,7.90
"OC","EE04","2141","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2141","NH3T","OL",0.00,0.00,0.00,,1.05
"OC","EE04","2141","DO","OL",0.00,0.00,10.00,,6.10
"OC","EE04","2141","NH3T","OL",0.00,0.00,10.00,,0.32
"OC","EE04","2141","PH","OL",0.00,0.00,10.00,,9.43
"OC","EE04","2144","DO","OL",0.00,0.00,0.00,,7.20
"OC","EE04","2144","PH","OL",0.00,0.00,0.00,,8.04
"OC","EE04","2144","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2144","NH3T","OL",0.00,0.00,0.00,,0.00
"OC","EE04","2144","DO","OL",0.00,0.00,10.00,,7.53
"OC","EE04","2144","PH","OL",0.00,0.00,10.00,,8.84
"OC","EE04","2144","SAL","OL",0.00,0.00,10.00,,21.00
"OC","EE04","2144","NH3T","OL",0.00,0.00,10.00,,0.19
"OC","EE04","2145","DO","OL",0.00,0.00,0.00,,7.90
"OC","EE04","2145","NH3T","OL",0.00,0.00,10.00,,0.28
"OC","EE04","2145","SAL","OL",0.00,0.00,10.00,,21.00
"OC","EE04","2145","PH","OL",0.00,0.00,10.00,,8.80
"OC","EE04","2145","DO","OL",0.00,0.00,10.00,,5.29
"OC","EE04","2145","NH3T","OL",0.00,0.00,0.00,,0.00
"OC","EE04","2145","PH","OL",0.00,0.00,0.00,,7.95
"OC","EE04","2145","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2146","NH3T","OL",0.00,0.00,0.00,,1.57
"OC","EE04","2146","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE04","2146","DO","OL",0.00,0.00,0.00,,8.10
"OC","EE04","2146","PH","OL",0.00,0.00,0.00,,7.67
"OC","EE04","2146","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2146","DO","OL",0.00,0.00,10.00,,8.88
"OC","EE04","2146","NH3T","OL",0.00,0.00,10.00,,0.13
"OC","EE04","2146","PH","OL",0.00,0.00,10.00,,8.96
"OC","EE04","2147","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE04","2147","NH3T","OL",0.00,0.00,10.00,,0.22
"OC","EE04","2147","PH","OL",0.00,0.00,10.00,,8.50
"OC","EE04","2147","DO","OL",0.00,0.00,10.00,,6.93
"OC","EE04","2147","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2147","PH","OL",0.00,0.00,0.00,,8.06
"OC","EE04","2147","DO","OL",0.00,0.00,0.00,,8.10
"OC","EE04","2147","NH3T","OL",0.00,0.00,0.00,,0.39
"OC","EE04","2148","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2148","NH3T","OL",0.00,0.00,10.00,,0.24
"OC","EE04","2148","SAL","OL",0.00,0.00,10.00,,21.00
"OC","EE04","2148","PH","OL",0.00,0.00,10.00,,8.76
"OC","EE04","2148","DO","OL",0.00,0.00,0.00,,7.80
"OC","EE04","2148","NH3T","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2148","PH","OL",0.00,0.00,0.00,,8.01
"OC","EE04","2148","DO","OL",0.00,0.00,10.00,,5.36
"OC","EE04","2208","PH","OL",0.00,0.00,10.00,,9.28
"OC","EE04","2208","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE04","2208","NH3T","OL",0.00,0.00,10.00,,0.40
"OC","EE04","2208","NH3T","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2208","DO","OL",0.00,0.00,10.00,,6.54
"OC","EE04","2208","DO","OL",0.00,0.00,0.00,,8.00
"OC","EE04","2208","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2208","PH","OL",0.00,0.00,0.00,,8.01
"OC","EE04","2209","DO","OL",0.00,0.00,10.00,,7.01
"OC","EE04","2209","NH3T","OL",0.00,0.00,10.00,,0.32
"OC","EE04","2209","DO","OL",0.00,0.00,0.00,,8.10
"OC","EE04","2209","SAL","OL",0.00,0.00,10.00,,19.00
"OC","EE04","2209","PH","OL",0.00,0.00,10.00,,9.48
"OC","EE04","2209","NH3T","OL",0.00,0.00,0.00,,3.18
"OC","EE04","2209","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2209","PH","OL",0.00,0.00,0.00,,7.94
"OC","EE04","2212","DO","OL",0.00,0.00,10.00,,6.24
"OC","EE04","2212","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE04","2212","PH","OL",0.00,0.00,10.00,,8.93
"OC","EE04","2212","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2212","PH","OL",0.00,0.00,0.00,,7.98
"OC","EE04","2212","DO","OL",0.00,0.00,0.00,,8.20
"OC","EE04","2212","NH3T","OL",0.00,0.00,0.00,,0.69
"OC","EE04","2212","NH3T","OL",0.00,0.00,10.00,,0.28
"OC","EE04","2400","PH","OL",0.00,0.00,0.00,,7.95
"OC","EE04","2400","NH3T","OL",0.00,0.00,10.00,,0.23
"OC","EE04","2400","DO","OL",0.00,0.00,0.00,,8.40
"OC","EE04","2400","SAL","OL",0.00,0.00,10.00,,19.00
"OC","EE04","2400","PH","OL",0.00,0.00,10.00,,9.31
"OC","EE04","2400","DO","OL",0.00,0.00,10.00,,6.68
"OC","EE04","2400","NH3T","OL",0.00,0.00,0.00,,1.29
"OC","EE04","2400","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2401","PH","OL",0.00,0.00,10.00,,8.41
"OC","EE04","2401","DO","OL",0.00,0.00,10.00,,5.36
"OC","EE04","2401","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","2401","PH","OL",0.00,0.00,0.00,,8.08
"OC","EE04","2401","DO","OL",0.00,0.00,0.00,,8.00
"OC","EE04","2401","NH3T","OL",0.00,0.00,10.00,,0.30
"OC","EE04","2401","NH3T","OL",0.00,0.00,0.00,,1.15
"OC","EE04","2401","SAL","OL",0.00,0.00,10.00,,21.00
"OC","EE04","CNEG","PH","OL",0.00,0.00,0.00,,7.99
"OC","EE04","CNEG","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","CNEG","NH3T","OL",0.00,0.00,0.00,,0.00
"OC","EE04","CNEG","DO","OL",0.00,0.00,10.00,,5.46
"OC","EE04","CNEG","PH","OL",0.00,0.00,10.00,,8.31
"OC","EE04","CNEG","SAL","OL",0.00,0.00,10.00,,21.00
"OC","EE04","CNEG","NH3T","OL",0.00,0.00,10.00,,0.27
"OC","EE04","CNEG","DO","OL",0.00,0.00,0.00,,8.50
"OC","EE04","RFCD","SAL","OL",0.00,5.60,0.00,,20.00
"OC","EE04","RFCD","NH3T","OL",0.00,5.60,0.00,"NA",-99.00
"OC","EE04","RFCD","DO","OL",0.00,10.00,0.00,,7.60
"OC","EE04","RFCD","PH","OL",0.00,10.00,0.00,,8.34
"OC","EE04","RFCD","SAL","OL",0.00,10.00,0.00,,20.00
"OC","EE04","RFCD","DO","OL",0.00,0.00,0.00,,8.90
"OC","EE04","RFCD","DO","OL",0.00,1.00,0.00,,8.80
"OC","EE04","RFCD","SAL","OL",0.00,0.00,0.00,,20.00
"OC","EE04","RFCD","PH","OL",0.00,0.00,0.00,,8.02
"OC","EE04","RFCD","PH","OL",0.00,5.60,0.00,,8.08
"OC","EE04","RFCD","DO","OL",0.00,3.20,0.00,,8.90
"OC","EE04","RFCD","SAL","OL",0.00,1.00,0.00,,20.00
"OC","EE04","RFCD","PH","OL",0.00,1.00,0.00,,8.12
"OC","EE04","RFCD","NH3T","OL",0.00,0.32,0.00,"NA",-99.00
"OC","EE04","RFCD","NH3T","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE04","RFCD","NH3T","OL",0.00,10.00,0.00,"NA",-99.00
"OC","EE04","RFCD","NH3T","OL",0.00,1.00,0.00,"NA",-99.00
"OC","EE04","RFCD","PH","OL",0.00,3.20,0.00,,8.10
"OC","EE04","RFCD","PH","OL",0.00,0.32,0.00,,8.07
"OC","EE04","RFCD","SAL","OL",0.00,3.20,0.00,,20.00
"OC","EE04","RFCD","NH3T","OL",0.00,3.20,0.00,"NA",-99.00
"OC","EE04","RFCD","DO","OL",0.00,5.60,0.00,,8.90
"OC","EE04","RFCD","DO","OL",0.00,0.32,0.00,,8.90
"OC","EE04","RFCD","SAL","OL",0.00,0.32,0.00,,20.00
"OC","EE05","2136","NH3T","OL",0.00,0.00,0.00,,0.49
"OC","EE05","2136","PH","OL",0.00,0.00,10.00,,7.94
"OC","EE05","2136","NH3T","OL",0.00,0.00,10.00,,0.48
"OC","EE05","2136","DO","OL",0.00,0.00,10.00,,6.44
"OC","EE05","2136","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2136","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2136","PH","OL",0.00,0.00,0.00,,8.04
"OC","EE05","2136","DO","OL",0.00,0.00,0.00,,8.10
"OC","EE05","2137","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2137","DO","OL",0.00,0.00,10.00,,6.41
"OC","EE05","2137","NH3T","OL",0.00,0.00,10.00,,9.47
"OC","EE05","2137","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2137","PH","OL",0.00,0.00,10.00,,8.45
"OC","EE05","2137","NH3T","OL",0.00,0.00,0.00,,1.18
"OC","EE05","2137","PH","OL",0.00,0.00,0.00,,7.97
"OC","EE05","2137","DO","OL",0.00,0.00,0.00,,7.90
"OC","EE05","2138","DO","OL",0.00,0.00,0.00,,7.10
"OC","EE05","2138","NH3T","OL",0.00,0.00,0.00,,1.27
"OC","EE05","2138","DO","OL",0.00,0.00,10.00,,7.02
"OC","EE05","2138","PH","OL",0.00,0.00,10.00,,8.73
"OC","EE05","2138","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2138","NH3T","OL",0.00,0.00,10.00,,1.95
"OC","EE05","2138","PH","OL",0.00,0.00,0.00,,8.06
"OC","EE05","2138","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2142","NH3T","OL",0.00,0.00,0.00,,0.79
"OC","EE05","2142","DO","OL",0.00,0.00,0.00,,7.20
"OC","EE05","2142","PH","OL",0.00,0.00,0.00,,8.09
"OC","EE05","2142","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2142","DO","OL",0.00,0.00,10.00,,6.76
"OC","EE05","2142","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2142","NH3T","OL",0.00,0.00,10.00,,0.43
"OC","EE05","2142","PH","OL",0.00,0.00,10.00,,8.78
"OC","EE05","2143","PH","OL",0.00,0.00,0.00,,8.22
"OC","EE05","2143","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2143","PH","OL",0.00,0.00,10.00,,8.57
"OC","EE05","2143","DO","OL",0.00,0.00,10.00,,6.27
"OC","EE05","2143","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2143","NH3T","OL",0.00,0.00,10.00,,0.22
"OC","EE05","2143","DO","OL",0.00,0.00,0.00,,7.00
"OC","EE05","2143","NH3T","OL",0.00,0.00,0.00,,0.94
"OC","EE05","2325","DO","OL",0.00,0.00,10.00,,6.15
"OC","EE05","2325","NH3T","OL",0.00,0.00,10.00,,0.14
"OC","EE05","2325","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2325","PH","OL",0.00,0.00,10.00,,8.33
"OC","EE05","2325","NH3T","OL",0.00,0.00,0.00,,0.67
"OC","EE05","2325","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2325","DO","OL",0.00,0.00,0.00,,6.30
"OC","EE05","2325","PH","OL",0.00,0.00,0.00,,8.04
"OC","EE05","2326","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2326","DO","OL",0.00,0.00,0.00,,6.90
"OC","EE05","2326","PH","OL",0.00,0.00,0.00,,8.05
"OC","EE05","2326","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2326","NH3T","OL",0.00,0.00,0.00,,0.73
"OC","EE05","2326","DO","OL",0.00,0.00,10.00,,5.92
"OC","EE05","2326","PH","OL",0.00,0.00,10.00,,8.27
"OC","EE05","2326","NH3T","OL",0.00,0.00,10.00,,0.20
"OC","EE05","2399","PH","OL",0.00,0.00,0.00,,7.96
"OC","EE05","2399","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2399","NH3T","OL",0.00,0.00,0.00,,1.41
"OC","EE05","2399","DO","OL",0.00,0.00,10.00,,5.66
"OC","EE05","2399","PH","OL",0.00,0.00,10.00,,8.24
"OC","EE05","2399","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2399","NH3T","OL",0.00,0.00,10.00,,0.68
"OC","EE05","2399","DO","OL",0.00,0.00,0.00,,7.20
"OC","EE05","2402","PH","OL",0.00,0.00,0.00,,8.04
"OC","EE05","2402","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2402","PH","OL",0.00,0.00,10.00,,8.39
"OC","EE05","2402","DO","OL",0.00,0.00,10.00,,6.35
"OC","EE05","2402","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2402","NH3T","OL",0.00,0.00,10.00,,0.19
"OC","EE05","2402","DO","OL",0.00,0.00,0.00,,6.90
"OC","EE05","2402","NH3T","OL",0.00,0.00,0.00,,0.74
"OC","EE05","2403","NH3T","OL",0.00,0.00,10.00,,0.12
"OC","EE05","2403","NH3T","OL",0.00,0.00,0.00,,0.28
"OC","EE05","2403","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2403","PH","OL",0.00,0.00,10.00,,8.27
"OC","EE05","2403","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2403","DO","OL",0.00,0.00,0.00,,6.70
"OC","EE05","2403","DO","OL",0.00,0.00,10.00,,5.42
"OC","EE05","2403","PH","OL",0.00,0.00,0.00,,7.99
"OC","EE05","2453","DO","OL",0.00,0.00,10.00,,6.21
"OC","EE05","2453","NH3T","OL",0.00,0.00,0.00,,1.74
"OC","EE05","2453","SAL","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","2453","PH","OL",0.00,0.00,0.00,,8.02
"OC","EE05","2453","DO","OL",0.00,0.00,0.00,,7.60
"OC","EE05","2453","PH","OL",0.00,0.00,10.00,,8.25
"OC","EE05","2453","SAL","OL",0.00,0.00,10.00,,20.00
"OC","EE05","2453","NH3T","OL",0.00,0.00,10.00,,0.11
"OC","EE05","CNEG","DO","OL",0.00,0.00,0.00,,6.21
"OC","EE05","CNEG","PH","OL",0.00,0.00,0.00,,8.14
"OC","EE05","CNEG","NH3T","OL",0.00,0.00,0.00,,1.89
"OC","EE05","CNEG","DO","OL",0.00,0.00,10.00,,5.40
"OC","EE05","CNEG","PH","OL",0.00,0.00,10.00,,8.00
"OC","EE05","CNEG","SAL","OL",0.00,0.00,10.00,"NA",-99.00
"OC","EE05","CNEG","NH3T","OL",0.00,0.00,10.00,,0.13
"OC","EE05","CNEG","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE05","RFCD","PH","OL",0.00,0.00,0.00,,8.05
"OC","EE05","RFCD","NH3T","OL",0.00,10.00,0.00,"NA",-99.00
"OC","EE05","RFCD","DO","OL",0.00,15.00,0.00,,5.74
"OC","EE05","RFCD","PH","OL",0.00,15.00,0.00,,8.10
"OC","EE05","RFCD","SAL","OL",0.00,15.00,0.00,,23.00
"OC","EE05","RFCD","NH3T","OL",0.00,15.00,0.00,"NA",-99.00
"OC","EE05","RFCD","PH","OL",0.00,1.00,0.00,,8.12
"OC","EE05","RFCD","DO","OL",0.00,1.00,0.00,,5.54
"OC","EE05","RFCD","NH3T","OL",0.00,0.32,0.00,"NA",-99.00
"OC","EE05","RFCD","SAL","OL",0.00,0.32,0.00,,23.00
"OC","EE05","RFCD","SAL","OL",0.00,10.00,0.00,,23.00
"OC","EE05","RFCD","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE05","RFCD","PH","OL",0.00,0.32,0.00,,8.11
"OC","EE05","RFCD","DO","OL",0.00,0.00,0.00,,6.07
"OC","EE05","RFCD","SAL","OL",0.00,1.00,0.00,,23.00
"OC","EE05","RFCD","DO","OL",0.00,0.32,0.00,,5.83
"OC","EE05","RFCD","DO","OL",0.00,3.20,0.00,,5.69
"OC","EE05","RFCD","NH3T","OL",0.00,3.20,0.00,"NA",-99.00
"OC","EE05","RFCD","DO","OL",0.00,5.60,0.00,,5.01
"OC","EE05","RFCD","NH3T","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE05","RFCD","SAL","OL",0.00,3.20,0.00,,23.00
"OC","EE05","RFCD","PH","OL",0.00,5.60,0.00,,8.11
"OC","EE05","RFCD","SAL","OL",0.00,5.60,0.00,,23.00
"OC","EE05","RFCD","NH3T","OL",0.00,1.00,0.00,"NA",-99.00
"OC","EE05","RFCD","NH3T","OL",0.00,5.60,0.00,"NA",-99.00
"OC","EE05","RFCD","DO","OL",0.00,10.00,0.00,,5.77
"OC","EE05","RFCD","PH","OL",0.00,10.00,0.00,,8.13
"OC","EE05","RFCD","PH","OL",0.00,3.20,0.00,,8.12
"OC","EE06","2177","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2177","NH3T","OL",0.00,0.00,0.00,,1.26
"OC","EE06","2177","NH3T","OL",0.00,0.00,10.00,,0.17
"OC","EE06","2177","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2177","PH","OL",0.00,0.00,10.00,,8.39
"OC","EE06","2177","PH","OL",0.00,0.00,0.00,,8.15
"OC","EE06","2177","DO","OL",0.00,0.00,10.00,,5.70
"OC","EE06","2177","DO","OL",0.00,0.00,0.00,,5.91
"OC","EE06","2178","NH3T","OL",0.00,0.00,0.00,,0.93
"OC","EE06","2178","DO","OL",0.00,0.00,10.00,,6.01
"OC","EE06","2178","NH3T","OL",0.00,0.00,10.00,,1.19
"OC","EE06","2178","PH","OL",0.00,0.00,10.00,,8.58
"OC","EE06","2178","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2178","PH","OL",0.00,0.00,0.00,,8.07
"OC","EE06","2178","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2178","DO","OL",0.00,0.00,0.00,,5.94
"OC","EE06","2319","DO","OL",0.00,0.00,0.00,,5.89
"OC","EE06","2319","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2319","DO","OL",0.00,0.00,10.00,,5.90
"OC","EE06","2319","NH3T","OL",0.00,0.00,0.00,,0.79
"OC","EE06","2319","PH","OL",0.00,0.00,0.00,,8.15
"OC","EE06","2319","PH","OL",0.00,0.00,10.00,,8.33
"OC","EE06","2319","NH3T","OL",0.00,0.00,10.00,,0.41
"OC","EE06","2319","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2321","PH","OL",0.00,0.00,0.00,,8.14
"OC","EE06","2321","NH3T","OL",0.00,0.00,10.00,,0.17
"OC","EE06","2321","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2321","PH","OL",0.00,0.00,10.00,,8.40
"OC","EE06","2321","DO","OL",0.00,0.00,10.00,,6.04
"OC","EE06","2321","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2321","DO","OL",0.00,0.00,0.00,,5.33
"OC","EE06","2321","NH3T","OL",0.00,0.00,0.00,,0.72
"OC","EE06","2408","PH","OL",0.00,0.00,0.00,,8.08
"OC","EE06","2408","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2408","NH3T","OL",0.00,0.00,10.00,,1.13
"OC","EE06","2408","DO","OL",0.00,0.00,0.00,,4.96
"OC","EE06","2408","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2408","PH","OL",0.00,0.00,10.00,,8.18
"OC","EE06","2408","DO","OL",0.00,0.00,10.00,,5.37
"OC","EE06","2408","NH3T","OL",0.00,0.00,0.00,,0.78
"OC","EE06","2409","NH3T","OL",0.00,0.00,10.00,,1.62
"OC","EE06","2409","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2409","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2409","PH","OL",0.00,0.00,10.00,,8.21
"OC","EE06","2409","NH3T","OL",0.00,0.00,0.00,,0.48
"OC","EE06","2409","PH","OL",0.00,0.00,0.00,,8.15
"OC","EE06","2409","DO","OL",0.00,0.00,0.00,,5.72
"OC","EE06","2409","DO","OL",0.00,0.00,10.00,,6.81
"OC","EE06","2450","DO","OL",0.00,0.00,0.00,,4.44
"OC","EE06","2450","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","2450","NH3T","OL",0.00,0.00,10.00,,0.46
"OC","EE06","2450","NH3T","OL",0.00,0.00,0.00,,2.52
"OC","EE06","2450","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2450","PH","OL",0.00,0.00,10.00,,8.99
"OC","EE06","2450","PH","OL",0.00,0.00,0.00,,7.98
"OC","EE06","2450","DO","OL",0.00,0.00,10.00,,5.59
"OC","EE06","2451","PH","OL",0.00,0.00,0.00,,8.02
"OC","EE06","2451","DO","OL",0.00,0.00,0.00,,4.76
"OC","EE06","2451","NH3T","OL",0.00,0.00,0.00,,4.54
"OC","EE06","2451","NH3T","OL",0.00,0.00,10.00,,0.24
"OC","EE06","2451","DO","OL",0.00,0.00,10.00,,7.21
"OC","EE06","2451","SAL","OL",0.00,0.00,10.00,,24.00
"OC","EE06","2451","PH","OL",0.00,0.00,10.00,,9.63
"OC","EE06","2451","SAL","OL",0.00,0.00,0.00,,21.00
"OC","EE06","CNEG","DO","OL",0.00,0.00,0.00,,6.21
"OC","EE06","CNEG","PH","OL",0.00,0.00,0.00,,8.14
"OC","EE06","CNEG","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE06","CNEG","DO","OL",0.00,0.00,10.00,,5.40
"OC","EE06","CNEG","SAL","OL",0.00,0.00,10.00,"NA",-99.00
"OC","EE06","CNEG","NH3T","OL",0.00,0.00,0.00,,1.89
"OC","EE06","CNEG","NH3T","OL",0.00,0.00,10.00,,0.13
"OC","EE06","CNEG","PH","OL",0.00,0.00,10.00,,8.00
"OC","EE06","RFCD","DO","OL",0.00,5.60,0.00,,5.01
"OC","EE06","RFCD","PH","OL",0.00,1.00,0.00,,8.12
"OC","EE06","RFCD","SAL","OL",0.00,0.32,0.00,,23.00
"OC","EE06","RFCD","NH3T","OL",0.00,15.00,0.00,"NA",-99.00
"OC","EE06","RFCD","DO","OL",0.00,1.00,0.00,,5.54
"OC","EE06","RFCD","DO","OL",0.00,15.00,0.00,,5.74
"OC","EE06","RFCD","PH","OL",0.00,5.60,0.00,,8.11
"OC","EE06","RFCD","SAL","OL",0.00,5.60,0.00,,23.00
"OC","EE06","RFCD","NH3T","OL",0.00,0.00,0.00,"NA",-99.00
"OC","EE06","RFCD","DO","OL",0.00,10.00,0.00,,5.77
"OC","EE06","RFCD","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE06","RFCD","NH3T","OL",0.00,3.20,0.00,"NA",-99.00
"OC","EE06","RFCD","SAL","OL",0.00,3.20,0.00,,23.00
"OC","EE06","RFCD","PH","OL",0.00,3.20,0.00,,8.12
"OC","EE06","RFCD","DO","OL",0.00,3.20,0.00,,5.69
"OC","EE06","RFCD","NH3T","OL",0.00,1.00,0.00,"NA",-99.00
"OC","EE06","RFCD","SAL","OL",0.00,1.00,0.00,,23.00
"OC","EE06","RFCD","DO","OL",0.00,0.32,0.00,,5.83
"OC","EE06","RFCD","PH","OL",0.00,10.00,0.00,,8.13
"OC","EE06","RFCD","SAL","OL",0.00,10.00,0.00,,23.00
"OC","EE06","RFCD","NH3T","OL",0.00,10.00,0.00,"NA",-99.00
"OC","EE06","RFCD","PH","OL",0.00,0.00,0.00,,8.05
"OC","EE06","RFCD","DO","OL",0.00,0.00,0.00,,6.07
"OC","EE06","RFCD","PH","OL",0.00,0.32,0.00,,8.11
"OC","EE06","RFCD","SAL","OL",0.00,15.00,0.00,,23.00
"OC","EE06","RFCD","NH3T","OL",0.00,5.60,0.00,"NA",-99.00
"OC","EE06","RFCD","PH","OL",0.00,15.00,0.00,,8.10
"OC","EE06","RFCD","NH3T","OL",0.00,0.32,0.00,"NA",-99.00
"OC","EE07","2134","SAL","OL",0.00,0.00,10.00,"NA",-99.00
"OC","EE07","2134","DO","OL",0.00,0.00,0.00,,5.60
"OC","EE07","2134","PH","OL",0.00,0.00,0.00,,8.16
"OC","EE07","2134","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE07","2134","NH3T","OL",0.00,0.00,0.00,,0.63
"OC","EE07","2134","PH","OL",0.00,0.00,10.00,,8.22
"OC","EE07","2134","NH3T","OL",0.00,0.00,10.00,,0.33
"OC","EE07","2134","DO","OL",0.00,0.00,10.00,,6.90
"OC","EE07","2149","NH3T","OL",0.00,0.00,10.00,,0.20
"OC","EE07","2149","PH","OL",0.00,0.00,10.00,,8.25
"OC","EE07","2149","SAL","OL",0.00,0.00,10.00,"NA",-99.00
"OC","EE07","2149","NH3T","OL",0.00,0.00,0.00,,0.38
"OC","EE07","2149","SAL","OL",0.00,0.00,0.00,,23.00
"OC","EE07","2149","PH","OL",0.00,0.00,0.00,,8.13
"OC","EE07","2149","DO","OL",0.00,0.00,0.00,,6.40
"OC","EE07","2149","DO","OL",0.00,0.00,10.00,,7.00
