"StationID","SampleDate","ArrivalTime","ArrivalTimeUnits","SamplingOrganization","SampleType","Vessel","NavType","Salinity","WeatherCode","WindSpeed","WindSpeedUnits","WindDirection","SwellHeight","SwellHeightUnits","SwellPeriod","SwellDirection","SeaState","StationFailCode","Abandoned","Comments"
"4155",8/7/2003 0:00:00,"0900","PDT","CINMS","Trawl","Shearwater","DGPS",,"Clear",10,"KTS","W",2,"FT",3,"S","Choppy","None",0,
"4155",8/15/2003 0:00:00,"1052","PDT","CINMS","Grab","Shearwater","DGPS",,"Clear",17,"KTS","W",4,"FT",12,"W","Choppy","None",0,
"4155",8/18/2003 0:00:00,"1200","PDT","CINMS","Grab","Shearwater","DGPS",,"Clear",10,"KTS","NW",4,"FT",8,"NW","Choppy","None",0,
"4156",7/16/2003 0:00:00,"0725","PDT","CSD","Grab","Metro","DGPS",,"Fog",1,"KTS","XX",0,"FT",0,"XX","Calm","None",0,
"4156",7/17/2003 0:00:00,"0710","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",2,"KTS","E",0,"FT",0,"XX","Calm","None",0,"Small trawl. Not enough scope out."
"4156",7/17/2003 0:00:00,"0755","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",1,"KTS","NE",0,"FT",0,"XX","Calm","None",0,"Trawl completed just shy of channel heading into fuel dock."
"4157",8/20/2003 0:00:00,"0800","PDT","ABC","Trawl","Yellowfin","DGPS",,"Overcast",5,"KTS","SW",3,"FT",10,"SW","Calm","V",0,"5 trawl tracks attempted; 10% rule could not be met; Hueneme Canyon"
"4157",8/20/2003 0:00:00,"0828","PDT","ABC","Grab","Yellowfin","DGPS",,"Overcast",3,"KTS","W",1,"FT",12,"W","Calm","None",0,
"4158",8/13/2003 0:00:00,"1342","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",4,"KTS","NW",3,"FT",10,"NW","Choppy","None",0,"Inside kelp bed."
"4158",9/3/2003 0:00:00,"1036","PDT","SV","Grab","Early Bird","DGPS",,"Clear",11,"KTS","W",3,"FT",6,"W","Rough","None",0,
"4159",8/21/2003 0:00:00,"1240","PDT","CINMS","Grab","Shearwater","DGPS",,"Overcast",2,"KTS","NW",1,"FT",8,"NW","Calm","None",0,
"4159",8/21/2003 0:00:00,"1240","PDT","CINMS","Trawl","Shearwater","DGPS",,"Partly Cloudy",2,"KTS","NW",1,"FT",8,"NW","Calm","None",0,
"4160",7/20/2003 0:00:00,"0936","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",3,"KTS","W",2,"FT",3,"W","Calm","None",0,"in water 9:37; at bottom 27 min; at surface 10:37; total 60 min; unsure of depth; reached end of wire at 1200 m; suspect 757 m depth"
"4161",8/19/2003 0:00:00,"1600","PDT","MEC","Grab","MEC Avon","DGPS",34.02,"Clear",4,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4162",7/16/2003 0:00:00,"1109","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",10,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4162",8/7/2003 0:00:00,"1117","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",7,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4162",8/27/2003 0:00:00,"0914","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",7,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4163",7/21/2003 0:00:00,"1507","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",18,"KTS","NW",4,"FT",4,"W","Choppy","None",0,"in water 15:08; at bottom 3 min; at surface 15:14; total 6 min"
"4163",8/8/2003 0:00:00,"1300","PDT","CINMS","Trawl","Shearwater","DGPS",,"Clear",19,"KTS","NW",4,"FT",3,"NW","Choppy","None",0,
"4164",7/25/2003 0:00:00,"0859","PDT","CSD","Grab","Metro","DGPS",,"Overcast",2,"KTS","S",1,"FT",15,"W","Calm","None",0,
"4164",7/28/2003 0:00:00,"0830","PDT","CSD","Trawl","Monitor III","DGPS",,"Overcast",4,"KTS","N",3,"FT",9,"NW","Calm","None",0,"Lotek time: 14 min"
"4165",7/23/2003 0:00:00,"0949","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",0,"KTS","XX",3,"FT",10,"SW","Calm","None",0,
"4165",8/4/2003 0:00:00,"0818","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",2,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4165",8/14/2003 0:00:00,"1006","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",8,"KTS","SW",2,"FT",8,"SW","Calm","None",0,
"4166",8/20/2003 0:00:00,"1205","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",2,"KTS","SW",1,"FT",6,"W","Calm","None",0,
"4166",8/28/2003 0:00:00,"1333","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",10,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4167",8/25/2003 0:00:00,"0821","PST","MBC","Grab","Alguita","DGPS",,"Fog",5,"KTS","W",0,"M",4,"W","Choppy","None",0,
"4167",9/3/2003 0:00:00,"1352","PST","MBC","Trawl","Alguita","DGPS",,"Clear",16,"KTS","W",1,"M",3,"W","Choppy","N",1,"Doors, lotek, & net lost due to obstructions on ocean floor."
"4168",8/18/2003 0:00:00,"1330","PDT","MEC","Grab","MEC Avon","DGPS",25.07,"Clear",3,"KTS","SW",0,"FT",0,"XX","Calm","None",0,"Offset, target coordinates on land"
"4169",7/17/2003 0:00:00,"1208","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Partly Cloudy",5,"KTS","SE",0,"FT",0,"XX","Calm","G",1,"Net and boards lost, snagged on rocks."
"4169",7/23/2003 0:00:00,"0828","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",3,"KTS","SE",1,"FT",10,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4170",8/21/2003 0:00:00,"1249","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",5,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4170",8/28/2003 0:00:00,"0741","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Fog",0,"KTS","XX",1,"FT",7,"W","Calm","None",0,
"4171",7/22/2003 0:00:00,"1158","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",9,"KTS","W",4,"FT",3,"W","Choppy","None",0,"in water 11:59; at bottom 2 min; at surface 12:02; total 3 min; only water - may have hit rock"
"4171",8/13/2003 0:00:00,"1345","PDT","CINMS","Trawl","Shearwater","DGPS",,"Partly Cloudy",10,"KTS","W",4,"FT",8,"W","Choppy","S",1,"Rocky Bottom"
"4172",7/21/2003 0:00:00,"1140","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",11,"KTS","NW",3,"FT",11,"NW","Choppy","None",0,
"4172",7/23/2003 0:00:00,"1052","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",6,"KTS","NW",10,"FT",9,"NW","Calm","None",0,"Lotek Time: 15 min"
"4173",7/22/2003 0:00:00,"0958","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",5,"KTS","SW",3,"FT",10,"SE","Calm","None",0,
"4173",8/4/2003 0:00:00,"1218","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",5,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4173",8/11/2003 0:00:00,"1126","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Partly Cloudy",5,"KTS","NE",2,"FT",8,"W","Calm","None",0,"hard bottom, net rocked, small tear in wing"
"4174",7/29/2003 0:00:00,"1402","PST","MBC","Grab","None","DGPS",3.00,"Clear",0,"KTS","XX",0,"M",0,"XX","Calm","Other",1,"Salinity < 19 PSU.  Equipment type used - YSI"
"4175",7/30/2003 0:00:00,"0842","PDT","ABC","Grab","Hey Jude","DGPS",,"Fog",2,"KTS","W",2,"FT",10,"W","Calm","M",1,"Kelp Bed, heavy oil slick"
"4175",7/30/2003 0:00:00,"0845","PDT","ABC","Trawl","Hey Jude","DGPS",,"Fog",2,"KTS","W",2,"FT",10,"W","Calm","M",1,"Kelp Bed, heavy oil slick"
"4176",9/5/2003 0:00:00,"1400","PDT","ABC","Grab","None","DGPS",0.00,"Clear",-99,"NR","NR",-99,"NR",-99,"NR","NR","Other",1,"Salinity <19 ppt"
"4177",8/19/2003 0:00:00,"0940","PDT","OCSD","Trawl","Enchanter IV","DGPS",-99.00,"Overcast",5,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4177",9/3/2003 0:00:00,"0854","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",4,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4178",7/14/2003 0:00:00,"1339","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",12,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4178",8/6/2003 0:00:00,"1139","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",4,"KTS","S",0,"FT",0,"W","Calm","None",0,
"4178",10/13/2003 0:00:00,"1608","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Clear",0,"KTS","XX",0,"FT",0,"XX","Calm","N",1,"Station on Beach could not get within 1.4 km of target"
"4179",8/5/2003 0:00:00,"1408","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",18,"KTS","SW",3,"FT",10,"W","Calm","None",0,
"4179",8/26/2003 0:00:00,"0630","PST","MBC","Grab","Alguita","DGPS",,"Fog",6,"KTS","W",0,"M",5,"W","Choppy","None",0,
"4180",7/17/2003 0:00:00,"1035","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",4,"KTS","NW",0,"FT",0,"XX","Calm","Other",1,"To shallow (2.5 m) depth at abandonment.  Could not get closer than 0.337 nm (624 m)  to site"
"4180",9/29/2003 0:00:00,"0920","PDT","MEC","Trawl","JB","DGPS",,"Overcast",2,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4181",7/23/2003 0:00:00,"0842","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",3,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4181",8/4/2003 0:00:00,"0729","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",0,"KTS","XX",2,"FT",10,"SW","Calm","None",0,
"4181",8/14/2003 0:00:00,"0852","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Partly Cloudy",0,"KTS","XX",2,"FT",8,"SW","Calm","None",0,
"4182",7/23/2003 0:00:00,"1330","PST","MBC","Grab","Portunus","DGPS",31.00,"Partly Cloudy",6,"KTS","SE",0,"M",0,"XX","Calm","None",0,"Station on land.  No Special Study Cores taken - too much terrestrial debris."
"4183",7/29/2003 0:00:00,"1505","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",4,"KTS","SW",4,"FT",9,"SW","Calm","None",0,
"4183",7/29/2003 0:00:00,"1515","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",4,"KTS","SW",4,"FT",9,"W","Calm","None",0,
"4184",7/25/2003 0:00:00,"0752","PDT","CSD","Grab","Metro","DGPS",,"Overcast",4,"KTS","S",1,"FT",15,"W","Calm","None",0,
"4184",7/28/2003 0:00:00,"1206","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",2,"KTS","N",3,"FT",9,"NW","Choppy","None",0,"Lotek time: 11 min"
"4185",7/31/2003 0:00:00,"0651","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",8,"KTS","W",2,"FT",12,"SW","Calm","None",0,
"4185",8/21/2003 0:00:00,"0755","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Partly Cloudy",4,"KTS","SW",2,"FT",12,"SW","Calm","Other",1,"crab traps as cause of failures"
"4185",8/21/2003 0:00:00,"1532","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",16,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4186",8/19/2003 0:00:00,"1106","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",7,"KTS","E",1,"FT",7,"W","Choppy","None",0,
"4186",8/22/2003 0:00:00,"0934","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",3,"KTS","W",1,"FT",7,"W","Calm","None",0,
"4187",8/24/2003 0:00:00,"0654","PST","MBC","Grab","Alguita","DGPS",,"Clear",0,"KTS","XX",0,"M",5,"W","Calm","None",0,
"4187",9/4/2003 0:00:00,"0948","PST","MBC","Trawl","Alguita","DGPS",,"Clear",6,"KTS","W",1,"M",5,"W","Choppy","None",0,
"4188",7/19/2003 0:00:00,"1432","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",2,"KTS","NW",2,"FT",3,"W","Calm","None",0,"in water 14:33; at bottom 19 min; at surface 15:16; total 43 min; temp 42.1 F; ship visited stations in different order than scientific crew expected"
"4189",7/23/2003 0:00:00,"0835","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",4,"KTS","SW",4,"FT",10,"W","Calm","None",0,
"4189",7/23/2003 0:00:00,"0932","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","S",4,"FT",10,"SW","Calm","None",0,
"4191",8/21/2003 0:00:00,"0858","PDT","CINMS","Grab","Shearwater","DGPS",,"Partly Cloudy",0,"KTS","XX",2,"FT",8,"NW","Calm","S",1,"rocky bottom"
"4191",8/21/2003 0:00:00,"0858","PDT","CINMS","Trawl","Shearwater","DGPS",,"Partly Cloudy",0,"KTS","XX",2,"FT",8,"NW","Calm","S",1,"pre-trawl survey indicates bottom too rocky to trawl"
"4192",8/4/2003 0:00:00,"1115","PDT","MEC","Grab","JB","DGPS",,"Clear",4,"KTS","NW",2,"FT",12,"SW","Calm","None",0,
"4192",8/8/2003 0:00:00,"1404","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",-99,"KTS","NR",-99,"FT",-99,"NR","Calm","None",1,"site is on series of reefs with heavy kelp."
"4193",9/2/2003 0:00:00,"1150","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",5,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4193",10/7/2003 0:00:00,"0730","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Overcast",0,"KTS","XX",0,"FT",0,"XX","Calm","None",0,
"4194",8/4/2003 0:00:00,"1407","PST","MBC","Grab","Portunus","DGPS",31.00,"Clear",8,"KTS","S",0,"M",0,"XX","Calm","None",0,
"4195",8/25/2003 0:00:00,"1208","PST","MBC","Grab","Alguita","DGPS",,"Partly Cloudy",9,"KTS","W",1,"M",3,"W","Choppy","None",0,
"4195",9/4/2003 0:00:00,"1829","PST","MBC","Trawl","Alguita","DGPS",,"Clear",0,"KTS","W",0,"M",0,"W","Choppy","S",1,"Three fathometer runs each showed rocky bottom."
"4196",7/20/2003 0:00:00,"0325","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",2,"KTS","NW",2,"FT",3,"W","Calm","None",0,"in water 3:27; at bottom 11 min; at surface 3:52; total 25 min"
"4197",8/20/2003 0:00:00,"0952","PDT","MEC","Grab","MEC Avon","DGPS",8.34,"Clear",3,"KTS","S",0,"FT",0,"XX","Calm","None",0,"Sampled despite low salinity per instructions from Ken Schiff"
"4198",8/21/2003 0:00:00,"1147","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",3,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4199",8/3/2003 0:00:00,"1038","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",18,"KTS","SW",3,"FT",10,"W","Choppy","None",0,
"4199",8/23/2003 0:00:00,"0623","PST","MBC","Grab","Alguita","DGPS",,"Clear",12,"KTS","W",1,"M",4,"W","Choppy","None",0,
"4200",8/6/2003 0:00:00,"1103","PDT","MEC","Grab","JB","DGPS",,"Clear",3,"KTS","SW",3,"FT",14,"SW","Calm","None",0,
"4200",8/7/2003 0:00:00,"1635","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",7,"KTS","W",3,"FT",8,"W","Choppy","None",0,
"4201",7/22/2003 0:00:00,"0735","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",1,"KTS","N",1,"FT",8,"SW","Choppy","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4201",8/28/2003 0:00:00,"0718","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",3,"KTS","SE",1,"FT",10,"SW","Calm","None",0,
"4202",8/20/2003 0:00:00,"0819","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",1,"KTS","NE",1,"FT",7,"W","Calm","None",0,
"4202",8/28/2003 0:00:00,"0859","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Haze",6,"KTS","W",1,"FT",7,"W","Calm","None",0,
"4203",7/23/2003 0:00:00,"1138","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",8,"KTS","SW",4,"FT",10,"SW","Calm","None",0,
"4203",7/23/2003 0:00:00,"1211","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",4,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4204",7/25/2003 0:00:00,"1310","PDT","CSD","Grab","Metro","DGPS",,"Overcast",5,"KTS","NW",0,"FT",0,"XX","Calm","None",0,"Mission Bay - Quivira Basin"
"4204",10/1/2003 0:00:00,"0714","PDT","MEC","Trawl","JB","DGPS",,"Overcast",0,"KTS","XX",0,"FT",0,"XX","Calm","None",0,"site is in the marina.  Red tide is prominent."
"4205",7/22/2003 0:00:00,"1118","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",4,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4205",8/4/2003 0:00:00,"1135","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",6,"KTS","SW",2,"FT",8,"SW","Calm","None",0,
"4205",9/2/2003 0:00:00,"1142","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Overcast",5,"KTS","W",2,"FT",8,"SW","Calm","None",0,
"4206",8/8/2003 0:00:00,"1130","PST","MBC","Grab","Portunus","DGPS",23.00,"Clear",4,"KTS","SE",0,"M",0,"XX","Calm","None",0,"Station on land."
"4207",7/24/2003 0:00:00,"1151","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",3,"FT",12,"SW","Calm","None",0,
"4207",7/24/2003 0:00:00,"1214","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",12,"SW","Calm","None",0,
"4208",8/7/2003 0:00:00,"1325","PDT","MEC","Grab","JB","DGPS",,"Partly Cloudy",1,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4208",8/14/2003 0:00:00,"1108","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",2,"KTS","W",2,"FT",8,"W","Calm","None",0,
"4209",7/28/2003 0:00:00,"0917","PDT","MEC","Grab","MEC Avon","DGPS",27.22,"Overcast",2,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Original site coordinates had depth < 0.5 m, offset to deeper water"
"4210",7/15/2003 0:00:00,"1125","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",13,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4210",8/6/2003 0:00:00,"1252","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",8,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4210",10/13/2003 0:00:00,"1610","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Clear",7,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4211",8/5/2003 0:00:00,"1148","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",15,"KTS","NW",3,"FT",10,"W","Calm","None",0,
"4211",8/26/2003 0:00:00,"1027","PST","MBC","Grab","Alguita","DGPS",,"Clear",8,"KTS","SE",0,"M",5,"W","Choppy","None",0,
"4212",7/17/2003 0:00:00,"1120","PDT","CSD","Grab","Metro","DGPS",,"Fog",2,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Station located within Coronado Cays in marina next to recrational boats"
"4212",9/29/2003 0:00:00,"0815","PDT","MEC","Trawl","JB","DGPS",,"Overcast",2,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4213",9/16/2003 0:00:00,"0938","PDT","ABC","Grab","NR","DGPS",20.00,"Partly Cloudy",5,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4215",7/29/2003 0:00:00,"1123","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","S",4,"FT",9,"W","Calm","None",0,
"4215",7/29/2003 0:00:00,"1138","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","S",4,"FT",9,"W","Calm","None",0,
"4216",7/19/2003 0:00:00,"1927","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",2,"KTS","NW",2,"FT",2,"W","Calm","None",0,"in water 19:28; at bottom 18 min; at surface 20:10; total 42 min; temp: 42.9 degrees F"
"4218",8/19/2003 0:00:00,"1154","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",4,"KTS","E",1,"FT",7,"W","Calm","None",0,
"4219",7/18/2003 0:00:00,"1847","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",5,"KTS","NW",3,"FT",6,"W","Calm","None",0,
"4220",7/19/2003 0:00:00,"2130","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",6,"KTS","NW",2,"FT",4,"NW","Calm","None",0,"in water 21:32; at bottom 16 min; at surface 22:09; total 37 min; temp: 32.9 degrees F"
"4221",8/18/2003 0:00:00,"1119","PDT","MEC","Grab","MEC Avon","DGPS",30.65,"Clear",4,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4222",8/13/2003 0:00:00,"1146","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",10,"KTS","NW",3,"FT",8,"NW","Choppy","None",0,
"4222",9/3/2003 0:00:00,"1225","PDT","SV","Grab","Early Bird","DGPS",,"Clear",15,"KTS","W",4,"FT",6,"W","Rough","None",0,
"4223",8/20/2003 0:00:00,"0630","PDT","CINMS","Grab","Shearwater","DGPS",,"Overcast",5,"KTS","S",1,"FT",8,"W","Calm","S",1,"Rocky Bottom"
"4223",8/20/2003 0:00:00,"0630","PDT","CINMS","Trawl","Shearwater","DGPS",,"Overcast",5,"KTS","S",1,"FT",8,"W","Calm","S",1,"Rocky Bottom"
"4224",7/20/2003 0:00:00,"0808","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",5,"KTS","SW",2,"FT",4,"W","Calm","None",0,"in water 8:09; at bottom 15 min; at surface 8:45; total 36 min"
"4225",7/23/2003 0:00:00,"0900","PDT","MEC","Grab","MEC Avon","DGPS",13.83,"Overcast",3,"KTS","W",0,"FT",0,"XX","Calm","None",1,"Coordinates on land, offset 8 m. Station abandoned due to salinity less than 19 psu"
"4226",7/16/2003 0:00:00,"0948","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",4,"KTS","SW",0,"FT",0,"XX","Calm","N",1,"Cannot sample station. Navagation hazard. Cable and pipeline crossing area."
"4226",10/13/2003 0:00:00,"1518","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Clear",8,"KTS","SW",0,"FT",0,"XX","Calm","N ",1,"Hard bottom, Structure off edge of oil Island- Station too close to oil Island"
"4227",8/6/2003 0:00:00,"0829","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",12,"KTS","W",3,"FT",10,"SW","Choppy","None",0,
"4227",8/25/2003 0:00:00,"1243","PST","MBC","Grab","Alguita","DGPS",,"Partly Cloudy",9,"KTS","W",1,"M",3,"W","Choppy","None",0,
"4228",7/25/2003 0:00:00,"1052","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",8,"KTS","SW",0,"FT",0,"XX","Calm","None",0,"Mission Bay - Fiesta Island"
"4230",7/21/2003 0:00:00,"1317","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",14,"KTS","W",2,"FT",10,"SW","Choppy","None",0,
"4230",8/25/2003 0:00:00,"1210","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",8,"KTS","W",2,"FT",0,"SE","Calm","None",0,
"4230",9/4/2003 0:00:00,"1141","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",10,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4232",8/5/2003 0:00:00,"1320","PDT","MEC","Grab","JB","DGPS",,"Clear",3,"KTS","W",2,"FT",14,"SW","Calm","None",0,
"4232",8/8/2003 0:00:00,"0846","PDT","MEC","Trawl","Zephyr","DGPS",,"Overcast",0,"KTS","XX",2,"FT",11,"W","Calm","None",0,
"4233",7/19/2003 0:00:00,"0323","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",7,"KTS","N",3,"FT",2,"NW","Calm","None",0,"arrive 3:23; in water 3:30; total 22 min; temp 45.8 F; organic smell"
"4234",8/18/2003 0:00:00,"0921","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",0,"KTS","XX",1,"FT",6,"W","Calm","None",0,
"4235",7/22/2003 0:00:00,"0925","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",5,"KTS","S",3,"FT",3,"W","Choppy","None",0,"in water - 9:52;  at bottom - 2 minutes;  at surface - 9:55;  total 3 minutes"
"4235",8/13/2003 0:00:00,"1220","PDT","CINMS","Trawl","Shearwater","DGPS",,"Partly Cloudy",10,"KTS","W",4,"FT",8,"W","Calm","None",0,
"4236",7/16/2003 0:00:00,"0901","PDT","CSD","Grab","Metro","DGPS",,"Fog",1,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4237",8/6/2003 0:00:00,"1130","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",9,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4237",8/19/2003 0:00:00,"1506","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",10,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4238",7/24/2003 0:00:00,"0844","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",4,"KTS","SW",1,"FT",4,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4238",8/25/2003 0:00:00,"1202","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Haze",5,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4239",8/4/2003 0:00:00,"0652","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",15,"KTS","NW",3,"FT",10,"W","Choppy","None",0,
"4239",8/23/2003 0:00:00,"1329","PST","MBC","Grab","Alguita","DGPS",,"Clear",13,"KTS","W",1,"M",2,"W","Choppy","None",0,
"4240",8/6/2003 0:00:00,"0716","PDT","MEC","Grab","JB","DGPS",,"Overcast",3,"KTS","SW",3,"FT",14,"SW","Calm","None",0,
"4240",8/11/2003 0:00:00,"0632","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",0,"KTS","XX",2,"FT",12,"W","Calm","None",0,
"4240",8/12/2003 0:00:00,"1446","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",5,"KTS","W",3,"FT",12,"W","Calm","None",0,
